DOW,CUST_CLASS,COD_COUNTRY,COD_PRO,PRO_COM,VISITORS
Sabato,visitor,222,15,15244,112
Venerdì,visitor,222,110,110002,184
Lunedì,visitor,222,36,36046,184
Lunedì,visitor,222,24,24100,1936
Martedì,visitor,222,37,37008,184
Sabato,visitor,222,16,16133,68
Giovedì,visitor,222,28,28009,380
Martedì,visitor,222,24,24101,56
Martedì,visitor,222,26,26050,176
Giovedì,visitor,222,29,29003,524
Domenica,visitor,222,23,23054,116
Domenica,visitor,222,38,38023,72
Venerdì,visitor,222,38,38006,464
Lunedì,visitor,222,28,28056,900
Lunedì,visitor,222,23,23011,68
Domenica,visitor,222,74,74001,216
Mercoledì,visitor,222,25,25021,832
Domenica,visitor,222,22,22153,284
Domenica,visitor,222,22,22095,56
Martedì,visitor,222,88,88006,56
Domenica,visitor,222,25,25049,36
Mercoledì,visitor,222,22,22022,256
Mercoledì,visitor,222,87,87041,36
Giovedì,visitor,222,63,63041,68
Giovedì,visitor,222,24,24079,376
Sabato,visitor,222,83,83049,112
Venerdì,visitor,222,28,28031,72
Mercoledì,visitor,222,69,69081,112
Sabato,visitor,222,24,24106,120
Giovedì,visitor,222,12,12070,264
Lunedì,visitor,222,93,93034,196
Venerdì,visitor,222,12,12127,108
Martedì,visitor,222,37,37037,132
Venerdì,visitor,222,24,24066,296
Sabato,visitor,222,20,20053,148
Giovedì,visitor,222,103,103028,40
Sabato,visitor,222,87,87004,112
Martedì,visitor,222,27,27041,160
Lunedì,visitor,222,22,22145,48
Lunedì,visitor,222,75,75079,44
Sabato,visitor,222,40,40041,44
Giovedì,visitor,222,24,24058,240
Domenica,visitor,222,72,72004,224
Lunedì,visitor,222,71,71046,64
Venerdì,visitor,222,21,21044,32
Giovedì,visitor,222,24,24091,240
Giovedì,visitor,222,23,23018,104
Sabato,visitor,222,25,25015,56
Martedì,visitor,222,6,6003,220
Domenica,visitor,222,26,26016,116
Venerdì,visitor,222,22,22061,128
Venerdì,visitor,222,63,63084,136
Mercoledì,visitor,222,108,108034,152
Venerdì,visitor,222,63,63060,136
Mercoledì,visitor,222,64,64099,36
Martedì,visitor,222,63,63032,52
Giovedì,visitor,222,16,16062,68
Martedì,visitor,222,27,27034,216
Lunedì,visitor,222,22,22219,68
Lunedì,visitor,222,15,15192,168
Mercoledì,visitor,222,50,50033,32
Sabato,visitor,222,39,39002,200
Venerdì,visitor,222,17,17096,44
Martedì,visitor,222,30,30127,168
Mercoledì,visitor,222,17,17182,36
Lunedì,visitor,222,78,78010,36
Giovedì,visitor,222,24,24022,140
Giovedì,visitor,222,64,64005,44
Giovedì,visitor,222,81,81021,76
Domenica,visitor,222,26,26073,144
Giovedì,visitor,222,15,15059,84
Martedì,visitor,222,26,26072,136
Domenica,visitor,222,16,16037,48
Giovedì,visitor,222,100,100002,68
Venerdì,visitor,222,26,26065,36
Domenica,visitor,222,10,10047,40
Domenica,visitor,222,15,15191,32
Sabato,visitor,222,36,36002,64
Mercoledì,visitor,222,3,3008,60
Martedì,visitor,222,59,59014,36
Lunedì,visitor,222,23,23036,136
Venerdì,visitor,222,97,97010,40
Domenica,visitor,222,60,60043,60
Lunedì,visitor,222,47,47002,48
Sabato,visitor,222,21,21060,76
Giovedì,visitor,222,22,22118,56
Sabato,visitor,222,22,22118,72
Giovedì,visitor,222,74,74010,60
Sabato,visitor,222,35,35030,68
Domenica,visitor,222,25,25008,72
Giovedì,visitor,222,26,26002,120
Domenica,visitor,222,108,108008,80
Venerdì,visitor,222,61,61005,72
Domenica,visitor,222,72,72041,40
Mercoledì,visitor,222,30,30028,48
Lunedì,visitor,222,63,63073,36
Domenica,visitor,222,47,47010,36
Martedì,visitor,222,37,37036,56
Lunedì,visitor,222,22,22207,64
Lunedì,visitor,222,22,22199,36
Martedì,visitor,222,80,80028,44
Lunedì,visitor,222,59,59024,60
Sabato,visitor,222,63,63023,44
Martedì,visitor,222,46,46021,44
Mercoledì,visitor,222,20,20026,60
Mercoledì,visitor,222,88,88005,36
Giovedì,visitor,222,98,98031,172
Giovedì,visitor,222,16,16004,64
Sabato,visitor,222,52,52017,44
Lunedì,visitor,222,43,43042,60
Sabato,visitor,222,16,16077,64
Lunedì,visitor,222,55,55022,36
Lunedì,visitor,222,72,72021,44
Domenica,visitor,222,21,21060,44
Giovedì,visitor,222,108,108049,76
Sabato,visitor,222,15,15125,76
Sabato,visitor,222,16,16124,40
Domenica,visitor,222,15,15213,44
Giovedì,visitor,222,30,30082,44
Domenica,visitor,222,60,60074,40
Mercoledì,visitor,222,12,12018,32
Domenica,visitor,222,1,1166,32
Sabato,visitor,222,36,36001,40
Lunedì,visitor,222,10,10055,44
Lunedì,visitor,222,22,22134,48
Martedì,visitor,222,22,22180,56
Domenica,visitor,222,71,71058,56
Domenica,visitor,222,37,37042,64
Mercoledì,visitor,222,1,1013,40
Mercoledì,visitor,222,96,96020,40
Martedì,visitor,222,49,49006,32
Sabato,visitor,222,36,36034,36
Martedì,visitor,222,34,34049,40
Mercoledì,visitor,222,17,17061,40
Sabato,visitor,222,35,35032,48
Venerdì,visitor,222,18,18173,44
Lunedì,foreigner,226,,,8388
Domenica,foreigner,226,,,7028
Martedì,foreigner,244,,,532
Sabato,foreigner,724,,,1184
Lunedì,foreigner,404,,,900
Sabato,foreigner,240,,,736
Martedì,foreigner,655,,,204
Venerdì,visitor,222,27,27017,3364
Venerdì,visitor,222,37,37046,132
Sabato,visitor,222,28,28072,10876
Domenica,visitor,222,28,28054,6852
Giovedì,visitor,222,23,23097,504
Mercoledì,visitor,222,27,27004,3176
Giovedì,visitor,222,4,4215,44
Mercoledì,visitor,222,27,27019,1524
Domenica,visitor,222,84,84011,40
Giovedì,visitor,222,108,108015,72
Lunedì,visitor,222,27,27015,236
Mercoledì,visitor,222,28,28015,2892
Domenica,visitor,222,36,36028,32
Domenica,visitor,222,12,12123,136
Venerdì,visitor,222,52,52028,60
Martedì,visitor,222,24,24046,2740
Mercoledì,visitor,222,24,24046,2728
Domenica,visitor,222,28,28037,3480
Lunedì,visitor,222,24,24028,728
Mercoledì,visitor,222,27,27038,2520
Martedì,visitor,222,23,23059,232
Giovedì,visitor,222,28,28061,1852
Giovedì,visitor,222,24,24016,476
Domenica,visitor,222,23,23044,1280
Sabato,visitor,222,27,27013,336
Martedì,visitor,222,25,25021,824
Lunedì,visitor,222,108,108017,56
Venerdì,visitor,222,44,44007,172
Giovedì,visitor,222,108,108028,352
Domenica,visitor,222,93,93041,276
Sabato,visitor,222,9,9056,292
Martedì,visitor,222,26,26037,128
Lunedì,visitor,222,4,4215,44
Mercoledì,visitor,222,16,16117,32
Giovedì,visitor,222,93,93009,108
Lunedì,visitor,222,23,23087,92
Sabato,visitor,222,36,36022,428
Martedì,visitor,222,22,22038,96
Sabato,visitor,222,47,47014,320
Mercoledì,visitor,222,18,18110,356
Sabato,visitor,222,15,15157,132
Giovedì,visitor,222,109,109006,180
Mercoledì,visitor,222,28,28074,852
Martedì,visitor,222,29,29031,356
Martedì,visitor,222,69,69057,40
Martedì,visitor,222,27,27002,1724
Domenica,visitor,222,26,26051,912
Lunedì,visitor,222,87,87002,64
Sabato,visitor,222,28,28105,864
Mercoledì,visitor,222,29,29022,252
Sabato,visitor,222,22,22007,56
Sabato,visitor,222,17,17067,416
Martedì,visitor,222,24,24071,788
Giovedì,visitor,222,54,54039,604
Venerdì,visitor,222,27,27032,1484
Domenica,visitor,222,66,66049,284
Giovedì,visitor,222,27,27025,408
Giovedì,visitor,222,33,33039,32
Domenica,visitor,222,37,37057,252
Giovedì,visitor,222,26,26027,112
Sabato,visitor,222,24,24061,1644
Sabato,visitor,222,17,17092,120
Venerdì,visitor,222,15,15015,208
Martedì,visitor,222,54,54039,572
Lunedì,visitor,222,29,29019,172
Martedì,visitor,222,13,13143,92
Venerdì,visitor,222,23,23092,108
Martedì,visitor,222,26,26038,420
Sabato,visitor,222,23,23057,52
Sabato,visitor,222,78,78102,132
Lunedì,visitor,222,67,67035,40
Venerdì,visitor,222,20,20047,68
Lunedì,visitor,222,31,31008,76
Giovedì,visitor,222,4,4203,52
Martedì,visitor,222,1,1154,32
Sabato,visitor,222,22,22230,80
Domenica,visitor,222,23,23017,136
Mercoledì,visitor,222,26,26037,124
Giovedì,visitor,222,34,34042,36
Martedì,visitor,222,26,26084,280
Giovedì,visitor,222,38,38018,100
Venerdì,visitor,222,53,53009,48
Giovedì,visitor,222,69,69081,100
Sabato,visitor,222,12,12079,72
Venerdì,visitor,222,22,22087,128
Martedì,visitor,222,20,20065,184
Martedì,visitor,222,25,25056,68
Lunedì,visitor,222,49,49012,44
Giovedì,visitor,222,61,61046,56
Giovedì,visitor,222,3,3049,40
Mercoledì,visitor,222,23,23002,232
Venerdì,visitor,222,28,28078,384
Venerdì,visitor,222,16,16131,52
Lunedì,visitor,222,21,21013,160
Sabato,visitor,222,23,23002,212
Mercoledì,visitor,222,48,48030,44
Lunedì,visitor,222,22,22129,88
Domenica,visitor,222,25,25012,104
Domenica,visitor,222,7,7074,52
Lunedì,visitor,222,31,31012,268
Martedì,visitor,222,31,31012,172
Domenica,visitor,222,39,39008,100
Venerdì,visitor,222,25,25023,64
Lunedì,visitor,222,16,16030,52
Mercoledì,visitor,222,27,27034,244
Martedì,visitor,222,27,27022,236
Venerdì,visitor,222,22,22216,32
Domenica,visitor,222,15,15142,120
Giovedì,visitor,222,64,64121,68
Domenica,visitor,222,65,65031,40
Giovedì,visitor,222,36,36015,160
Mercoledì,visitor,222,49,49007,44
Domenica,visitor,222,16,16198,104
Domenica,visitor,222,38,38021,132
Sabato,visitor,222,26,26049,272
Sabato,visitor,222,63,63002,104
Venerdì,visitor,222,27,27018,116
Mercoledì,visitor,222,27,27040,108
Domenica,visitor,222,76,76007,36
Giovedì,visitor,222,35,35001,64
Domenica,visitor,222,93,93007,212
Giovedì,visitor,222,29,29032,48
Lunedì,visitor,222,21,21015,52
Venerdì,visitor,222,35,35039,40
Lunedì,visitor,222,87,87042,32
Lunedì,visitor,222,48,48001,60
Mercoledì,visitor,222,77,77008,36
Sabato,visitor,222,35,35022,48
Domenica,visitor,222,108,108026,36
Giovedì,visitor,222,43,43023,152
Sabato,visitor,222,25,25054,32
Sabato,visitor,222,37,37025,44
Venerdì,visitor,222,77,77021,36
Mercoledì,visitor,222,23,23041,100
Lunedì,visitor,222,87,87041,64
Venerdì,visitor,222,36,36027,68
Martedì,visitor,222,13,13095,52
Giovedì,visitor,222,29,29011,48
Domenica,visitor,222,48,48005,112
Giovedì,visitor,222,24,24093,40
Martedì,visitor,222,11,11027,48
Venerdì,visitor,222,15,15101,56
Domenica,visitor,222,37,37041,52
Martedì,visitor,222,36,36013,76
Domenica,visitor,222,17,17038,40
Martedì,visitor,222,1,1028,40
Mercoledì,visitor,222,63,63024,80
Sabato,visitor,222,16,16006,72
Lunedì,visitor,222,23,23090,64
Mercoledì,visitor,222,63,63043,48
Mercoledì,visitor,222,10,10054,48
Martedì,visitor,222,58,58117,76
Domenica,visitor,222,30,30082,32
Domenica,visitor,222,16,16016,60
Sabato,visitor,222,25,25014,48
Mercoledì,visitor,222,55,55022,44
Mercoledì,visitor,222,50,50009,52
Martedì,visitor,222,42,42032,40
Mercoledì,visitor,222,23,23086,88
Venerdì,visitor,222,72,72022,52
Sabato,visitor,222,15,15221,52
Giovedì,visitor,222,36,36022,228
Martedì,visitor,222,73,73015,60
Martedì,visitor,222,54,54051,88
Mercoledì,visitor,222,16,16053,36
Sabato,visitor,222,40,40015,88
Martedì,visitor,222,63,63074,44
Mercoledì,visitor,222,54,54002,72
Martedì,visitor,222,23,23090,32
Martedì,visitor,222,22,22003,60
Sabato,visitor,222,30,30037,60
Sabato,visitor,222,30,30078,36
Sabato,visitor,222,75,75068,56
Domenica,visitor,222,21,21055,40
Lunedì,visitor,222,58,58005,44
Martedì,visitor,222,92,92080,32
Sabato,visitor,222,42,42006,36
Giovedì,foreigner,284,,,2908
Domenica,foreigner,334,,,2652
Giovedì,foreigner,450,,,552
Venerdì,foreigner,530,,,84
Sabato,foreigner,295,,,52
Lunedì,foreigner,405,,,32
Mercoledì,visitor,222,24,24100,1840
Domenica,visitor,222,27,27042,20332
Giovedì,visitor,222,24,24108,2060
Domenica,visitor,222,28,28041,888
Domenica,visitor,222,28,28075,5060
Mercoledì,visitor,222,26,26055,1180
Sabato,visitor,222,28,28043,952
Mercoledì,visitor,222,28,28066,2632
Mercoledì,visitor,222,23,23008,180
Venerdì,visitor,222,12,12123,120
Sabato,visitor,222,28,28007,1920
Lunedì,visitor,222,23,23005,72
Giovedì,visitor,222,24,24110,264
Venerdì,visitor,222,23,23091,8408
Sabato,visitor,222,93,93009,148
Domenica,visitor,222,37,37024,176
Sabato,visitor,222,28,28093,1172
Giovedì,visitor,222,27,27017,3344
Mercoledì,visitor,222,23,23006,204
Giovedì,visitor,222,16,16124,44
Venerdì,visitor,222,78,78108,48
Sabato,visitor,222,23,23012,564
Mercoledì,visitor,222,27,27013,404
Mercoledì,visitor,222,27,27025,380
Venerdì,visitor,222,38,38027,204
Mercoledì,visitor,222,23,23097,572
Giovedì,visitor,222,20,20030,736
Venerdì,visitor,222,41,41044,492
Sabato,visitor,222,72,72029,156
Martedì,visitor,222,25,25016,372
Giovedì,visitor,222,36,36021,48
Venerdì,visitor,222,30,30072,140
Venerdì,visitor,222,1,1272,3596
Mercoledì,visitor,222,22,22017,60
Sabato,visitor,222,1,1272,3780
Sabato,visitor,222,28,28102,684
Domenica,visitor,222,38,38003,404
Sabato,visitor,222,24,24064,1260
Sabato,visitor,222,27,27041,136
Lunedì,visitor,222,20,20009,32
Lunedì,visitor,222,27,27044,452
Domenica,visitor,222,15,15036,144
Lunedì,visitor,222,38,38021,88
Venerdì,visitor,222,21,21029,84
Mercoledì,visitor,222,28,28056,1012
Lunedì,visitor,222,24,24011,372
Domenica,visitor,222,26,26049,268
Sabato,visitor,222,36,36005,564
Giovedì,visitor,222,58,58047,152
Sabato,visitor,222,18,18177,192
Martedì,visitor,222,17,17065,76
Venerdì,visitor,222,26,26089,1608
Martedì,visitor,222,38,38007,444
Martedì,visitor,222,25,25006,1484
Sabato,visitor,222,30,30057,84
Martedì,visitor,222,23,23052,428
Venerdì,visitor,222,65,65025,64
Venerdì,visitor,222,99,99016,32
Venerdì,visitor,222,38,38023,40
Sabato,visitor,222,24,24040,96
Venerdì,visitor,222,24,24058,284
Venerdì,visitor,222,36,36009,48
Martedì,visitor,222,29,29050,304
Lunedì,visitor,222,29,29039,564
Sabato,visitor,222,69,69022,148
Venerdì,visitor,222,93,93037,476
Venerdì,visitor,222,15,15222,44
Venerdì,visitor,222,35,35036,164
Martedì,visitor,222,22,22116,124
Domenica,visitor,222,24,24016,444
Giovedì,visitor,222,38,38006,372
Sabato,visitor,222,24,24098,356
Mercoledì,visitor,222,27,27011,252
Sabato,visitor,222,27,27007,156
Sabato,visitor,222,20,20044,40
Mercoledì,visitor,222,23,23051,132
Sabato,visitor,222,93,93044,156
Lunedì,visitor,222,88,88006,48
Domenica,visitor,222,26,26030,184
Giovedì,visitor,222,24,24014,280
Lunedì,visitor,222,26,26019,184
Sabato,visitor,222,3,3076,32
Lunedì,visitor,222,28,28078,376
Mercoledì,visitor,222,23,23070,144
Mercoledì,visitor,222,27,27041,168
Domenica,visitor,222,21,21059,52
Sabato,visitor,222,24,24075,84
Sabato,visitor,222,20,20013,72
Martedì,visitor,222,23,23055,240
Sabato,visitor,222,65,65052,32
Mercoledì,visitor,222,35,35040,92
Mercoledì,visitor,222,26,26054,184
Giovedì,visitor,222,24,24098,308
Venerdì,visitor,222,23,23084,88
Domenica,visitor,222,15,15206,44
Mercoledì,visitor,222,36,36010,52
Lunedì,visitor,222,17,17032,52
Mercoledì,visitor,222,17,17034,32
Sabato,visitor,222,29,29013,192
Sabato,visitor,222,75,75035,248
Giovedì,visitor,222,15,15213,60
Giovedì,visitor,222,21,21076,72
Domenica,visitor,222,74,74010,92
Lunedì,visitor,222,87,87024,80
Martedì,visitor,222,16,16091,108
Domenica,visitor,222,58,58065,124
Domenica,visitor,222,87,87017,48
Giovedì,visitor,222,24,24045,48
Venerdì,visitor,222,9,9034,44
Sabato,visitor,222,30,30117,80
Sabato,visitor,222,16,16200,56
Domenica,visitor,222,27,27009,56
Lunedì,visitor,222,23,23016,168
Sabato,visitor,222,27,27027,292
Lunedì,visitor,222,27,27027,260
Venerdì,visitor,222,1,1090,108
Sabato,visitor,222,77,77014,196
Lunedì,visitor,222,108,108041,48
Mercoledì,visitor,222,27,27018,76
Lunedì,visitor,222,58,58039,108
Sabato,visitor,222,22,22009,120
Martedì,visitor,222,24,24073,208
Giovedì,visitor,222,96,96020,56
Giovedì,visitor,222,75,75087,40
Sabato,visitor,222,23,23001,64
Giovedì,visitor,222,22,22229,44
Venerdì,visitor,222,41,41029,100
Venerdì,visitor,222,14,14066,32
Mercoledì,visitor,222,16,16126,56
Venerdì,visitor,222,37,37011,388
Domenica,visitor,222,63,63067,56
Sabato,visitor,222,99,99013,240
Venerdì,visitor,222,71,71056,32
Martedì,visitor,222,7,7003,136
Sabato,visitor,222,25,25032,44
Domenica,visitor,222,37,37001,108
Martedì,visitor,222,24,24042,168
Giovedì,visitor,222,71,71046,48
Mercoledì,visitor,222,25,25004,112
Sabato,visitor,222,22,22124,44
Lunedì,visitor,222,15,15130,100
Venerdì,visitor,222,58,58005,48
Mercoledì,visitor,222,48,48010,40
Domenica,visitor,222,52,52012,52
Giovedì,visitor,222,26,26011,100
Sabato,visitor,222,18,18088,44
Giovedì,visitor,222,29,29013,116
Lunedì,visitor,222,13,13138,44
Mercoledì,visitor,222,104,104023,52
Sabato,visitor,222,26,26067,48
Martedì,visitor,222,37,37031,92
Mercoledì,visitor,222,30,30026,136
Giovedì,visitor,222,61,61082,40
Lunedì,visitor,222,15,15010,56
Martedì,visitor,222,21,21056,40
Martedì,visitor,222,25,25008,76
Venerdì,visitor,222,34,34015,32
Martedì,visitor,222,47,47006,36
Lunedì,visitor,222,48,48036,76
Venerdì,visitor,222,22,22222,108
Mercoledì,visitor,222,33,33035,56
Domenica,visitor,222,52,52028,60
Mercoledì,visitor,222,11,11027,64
Martedì,visitor,222,30,30072,144
Venerdì,visitor,222,17,17195,44
Venerdì,visitor,222,36,36015,192
Venerdì,visitor,222,12,12084,32
Martedì,visitor,222,17,17061,48
Giovedì,visitor,222,41,41065,44
Giovedì,visitor,222,33,33021,40
Giovedì,visitor,222,23,23030,76
Mercoledì,visitor,222,14,14033,32
Sabato,visitor,222,18,18068,36
Lunedì,visitor,222,23,23001,56
Mercoledì,visitor,222,35,35028,64
Martedì,visitor,222,51,51018,36
Giovedì,visitor,222,58,58009,68
Sabato,visitor,222,1,1191,92
Venerdì,visitor,222,20,20049,64
Sabato,visitor,222,72,72037,60
Martedì,visitor,222,17,17133,40
Sabato,visitor,222,36,36027,108
Mercoledì,visitor,222,20,20007,44
Mercoledì,visitor,222,35,35017,72
Sabato,visitor,222,37,37052,96
Venerdì,visitor,222,16,16016,40
Lunedì,foreigner,525,,,256
Giovedì,foreigner,202,,,1004
Martedì,foreigner,220,,,792
Giovedì,foreigner,278,,,200
Venerdì,foreigner,240,,,712
Giovedì,foreigner,432,,,204
Martedì,foreigner,280,,,136
Lunedì,foreigner,427,,,32
Giovedì,visitor,222,35,35017,32
Domenica,visitor,222,99,99018,92
Domenica,visitor,222,64,64101,40
Mercoledì,visitor,222,16,16086,52
Mercoledì,visitor,222,1,1058,32
Giovedì,visitor,222,35,35037,32
Giovedì,visitor,222,23,23020,68
Lunedì,visitor,222,13,13043,32
Domenica,visitor,222,42,42010,84
Domenica,visitor,222,65,65007,40
Venerdì,visitor,222,26,26067,64
Sabato,visitor,222,21,21037,36
Sabato,visitor,222,78,78029,44
Giovedì,visitor,222,16,16120,40
Giovedì,visitor,222,22,22007,52
Mercoledì,visitor,222,16,16213,44
Lunedì,visitor,222,23,23026,64
Mercoledì,visitor,222,63,63033,32
Mercoledì,visitor,222,25,25007,60
Domenica,visitor,222,35,35032,36
Sabato,visitor,222,54,54013,32
Venerdì,visitor,222,47,47019,32
Sabato,visitor,222,38,38019,220
Giovedì,visitor,222,82,82053,524
Sabato,visitor,222,27,27003,4108
Martedì,visitor,222,23,23077,272
Giovedì,visitor,222,26,26055,1144
Domenica,visitor,222,16,16024,796
Martedì,visitor,222,26,26043,2432
Sabato,visitor,222,17,17129,60
Mercoledì,visitor,222,28,28088,780
Mercoledì,visitor,222,26,26010,1220
Lunedì,visitor,222,67,67041,132
Giovedì,visitor,222,68,68012,32
Martedì,visitor,222,35,35020,116
Venerdì,visitor,222,24,24014,344
Giovedì,visitor,222,33,33007,32
Venerdì,visitor,222,27,27023,3260
Lunedì,visitor,222,65,65146,56
Mercoledì,visitor,222,23,23052,544
Lunedì,visitor,222,28,28079,1188
Lunedì,visitor,222,15,15093,180
Giovedì,visitor,222,38,38008,3004
Sabato,visitor,222,26,26013,448
Martedì,visitor,222,24,24036,1224
Giovedì,visitor,222,18,18041,44
Sabato,visitor,222,51,51002,368
Sabato,visitor,222,22,22229,60
Giovedì,visitor,222,27,27019,1404
Venerdì,visitor,222,29,29047,220
Sabato,visitor,222,29,29015,436
Sabato,visitor,222,75,75087,44
Mercoledì,visitor,222,93,93022,328
Mercoledì,visitor,222,16,16018,32
Domenica,visitor,222,37,37028,92
Sabato,visitor,222,24,24043,316
Mercoledì,visitor,222,23,23040,208
Martedì,visitor,222,24,24052,808
Martedì,visitor,222,29,29025,96
Lunedì,visitor,222,98,98019,52
Sabato,visitor,222,21,21067,48
Martedì,visitor,222,15,15192,228
Mercoledì,visitor,222,30,30090,88
Venerdì,visitor,222,24,24073,260
Lunedì,visitor,222,15,15032,80
Giovedì,visitor,222,63,63083,32
Domenica,visitor,222,23,23039,148
Giovedì,visitor,222,15,15170,100
Domenica,visitor,222,35,35040,92
Venerdì,visitor,222,93,93005,268
Martedì,visitor,222,26,26087,336
Domenica,visitor,222,26,26087,412
Venerdì,visitor,222,26,26022,192
Venerdì,visitor,222,87,87015,676
Domenica,visitor,222,17,17179,160
Sabato,visitor,222,27,27031,528
Giovedì,visitor,222,26,26057,232
Venerdì,visitor,222,108,108039,280
Lunedì,visitor,222,24,24120,56
Sabato,visitor,222,75,75039,116
Domenica,visitor,222,6,6063,36
Giovedì,visitor,222,25,25041,72
Venerdì,visitor,222,57,57059,72
Lunedì,visitor,222,25,25050,36
Lunedì,visitor,222,12,12118,72
Mercoledì,visitor,222,92,92009,312
Venerdì,visitor,222,21,21013,220
Mercoledì,visitor,222,31,31016,120
Sabato,visitor,222,25,25026,88
Martedì,visitor,222,69,69046,92
Sabato,visitor,222,20,20027,72
Venerdì,visitor,222,20,20017,272
Mercoledì,visitor,222,12,12127,108
Domenica,visitor,222,29,29031,468
Mercoledì,visitor,222,93,93053,92
Domenica,visitor,222,15,15157,112
Mercoledì,visitor,222,48,48005,104
Sabato,visitor,222,29,29006,72
Martedì,visitor,222,33,33032,364
Mercoledì,visitor,222,22,22180,76
Martedì,visitor,222,30,30037,88
Mercoledì,visitor,222,35,35024,80
Giovedì,visitor,222,23,23021,308
Sabato,visitor,222,37,37008,176
Martedì,visitor,222,16,16183,64
Lunedì,visitor,222,93,93044,212
Venerdì,visitor,222,93,93044,228
Giovedì,visitor,222,15,15209,328
Domenica,visitor,222,50,50026,564
Lunedì,visitor,222,23,23081,344
Domenica,visitor,222,12,12132,32
Venerdì,visitor,222,18,18150,60
Martedì,visitor,222,3,3108,104
Giovedì,visitor,222,25,25010,40
Martedì,visitor,222,15,15184,32
Venerdì,visitor,222,23,23002,180
Mercoledì,visitor,222,15,15205,260
Martedì,visitor,222,52,52012,68
Sabato,visitor,222,38,38020,136
Sabato,visitor,222,26,26031,160
Mercoledì,visitor,222,23,23004,236
Giovedì,visitor,222,29,29039,520
Mercoledì,visitor,222,9,9034,40
Domenica,visitor,222,108,108030,132
Sabato,visitor,222,24,24111,928
Lunedì,visitor,222,37,37017,32
Giovedì,visitor,222,12,12108,92
Venerdì,visitor,222,22,22117,104
Giovedì,visitor,222,8,8055,164
Lunedì,visitor,222,20,20047,68
Venerdì,visitor,222,20,20015,84
Giovedì,visitor,222,26,26014,224
Sabato,visitor,222,25,25019,108
Giovedì,visitor,222,23,23081,304
Lunedì,visitor,222,30,30071,72
Giovedì,visitor,222,36,36019,84
Lunedì,visitor,222,27,27025,320
Venerdì,visitor,222,27,27025,344
Mercoledì,visitor,222,17,17010,56
Lunedì,visitor,222,46,46018,68
Venerdì,visitor,222,3,3049,60
Giovedì,visitor,222,15,15027,172
Martedì,visitor,222,108,108006,44
Mercoledì,visitor,222,97,97016,116
Martedì,visitor,222,26,26044,172
Domenica,visitor,222,17,17103,56
Lunedì,visitor,222,22,22018,56
Venerdì,visitor,222,23,23019,104
Giovedì,visitor,222,48,48006,96
Domenica,visitor,222,21,21019,92
Giovedì,visitor,222,30,30077,56
Lunedì,visitor,222,25,25028,84
Martedì,visitor,222,37,37061,200
Mercoledì,visitor,222,26,26036,272
Sabato,visitor,222,38,38014,128
Martedì,visitor,222,93,93036,48
Mercoledì,visitor,222,29,29035,380
Giovedì,visitor,222,15,15041,48
Domenica,visitor,222,30,30117,136
Sabato,visitor,222,13,13227,40
Giovedì,visitor,222,44,44023,64
Lunedì,visitor,222,20,20035,48
Martedì,visitor,222,15,15179,48
Venerdì,visitor,222,19,19021,112
Venerdì,visitor,222,25,25034,168
Venerdì,visitor,222,10,10046,84
Martedì,visitor,222,11,11016,32
Martedì,visitor,222,28,28005,76
Venerdì,visitor,222,6,6160,36
Sabato,visitor,222,27,27018,64
Martedì,visitor,222,1,1120,44
Mercoledì,visitor,222,47,47011,48
Domenica,visitor,222,97,97016,72
Mercoledì,visitor,222,29,29006,60
Domenica,visitor,222,34,34049,32
Domenica,visitor,222,61,61005,88
Martedì,visitor,222,23,23037,108
Giovedì,visitor,222,63,63034,144
Martedì,visitor,222,66,66098,56
Lunedì,visitor,222,20,20018,64
Giovedì,visitor,222,12,12130,92
Mercoledì,visitor,222,63,63073,44
Giovedì,visitor,222,42,42045,208
Giovedì,visitor,222,72,72011,64
Giovedì,visitor,222,26,26075,140
Giovedì,visitor,222,98,98029,32
Venerdì,visitor,222,47,47020,48
Giovedì,visitor,222,63,63057,60
Sabato,visitor,222,43,43053,60
Martedì,visitor,222,24,24039,72
Sabato,visitor,222,29,29008,48
Lunedì,visitor,222,41,41015,72
Domenica,visitor,222,64,64099,40
Sabato,visitor,222,22,22143,76
Martedì,visitor,222,16,16180,60
Martedì,visitor,222,14,14066,72
Venerdì,visitor,222,93,93009,68
Venerdì,visitor,222,1,1008,56
Sabato,visitor,222,83,83106,36
Lunedì,visitor,222,20,20031,40
Mercoledì,visitor,222,16,16124,56
Domenica,visitor,222,39,39003,44
Giovedì,visitor,222,58,58013,44
Mercoledì,visitor,222,16,16115,32
Mercoledì,visitor,222,21,21012,44
Domenica,visitor,222,63,63064,64
Venerdì,visitor,222,17,17089,44
Sabato,visitor,222,71,71020,88
Lunedì,visitor,222,23,23004,260
Domenica,visitor,222,1,1192,32
Giovedì,visitor,222,15,15172,120
Sabato,visitor,222,15,15140,32
Domenica,visitor,222,23,23020,52
Venerdì,visitor,222,63,63002,68
Sabato,visitor,222,72,72021,44
Martedì,visitor,222,93,93007,176
Sabato,visitor,222,49,49008,112
Lunedì,visitor,222,71,71029,96
Domenica,visitor,222,26,26002,164
Martedì,visitor,222,17,17102,40
Lunedì,visitor,222,92,92084,44
Mercoledì,visitor,222,72,72031,52
Martedì,visitor,222,47,47011,64
Sabato,visitor,222,71,71033,60
Lunedì,visitor,222,17,17074,32
Mercoledì,visitor,222,30,30055,52
